Erste Hilfe Koffer nach neuer DIN 13157:2021 | Gefüllt, inkl. Wandhalterung, 5x Aufkleber, Prüfsticker & 3x Plomben | Erste Hilfe Kasten/Verbandkasten für Betriebe, Unternehmen, Büro & Zuhause,38,95 €,https://m.media-amazon.com/images/I/81gXZ4cwM7L._AC_UL320_.jpg
Granicell AA Wiederaufladbare Batterien 2800 mAh Hohe Kapazität 1500 Zyklen, 1.2V NiMH Niedrige Selbstentladung AA Batterie, 16er Pack,22,99 €,https://m.media-amazon.com/images/I/611AIXPpCXL._AC_UL320_.jpg
Panasonic, AA batterien, 20 Stück, Mignon, LR6, Alkaline, 1.5V, Auslaufschutz, 7 Jahre bei Lagerung, am besten für Fernbedienungen, Waagen, Uhren, langlebige, verlässliche Energie,13,17 €,https://m.media-amazon.com/images/I/81FfJIuKcZL._AC_UL320_.jpg
Varta Batterien 9V Blockbatterien, 20 Stück, Power on Demand, Alkaline, Vorratspack, smart, flexibel, leistungsstark, geeignet für Rauchmelder, Brand- & Feuermelder,29,99 €,https://m.media-amazon.com/images/I/71He4XiW9tL._AC_UL320_.jpg
Amazon Basics AA-Alkali-Hochleistungsbatterien, 1,5 V, 10 Jahre lagerfähig, 48 Stück,13,37 €,https://m.media-amazon.com/images/I/81rzA8nS6FL._AC_UL320_.jpg
Amazon Basics Ergonomische kabellose USB Maus - DPI einstellbar - Schwarz,13,49 €,https://m.media-amazon.com/images/I/61zntkiLcuL._AC_UL320_.jpg
Amazon Basics Wasserfilterkartuschen, 6 stück, 1er-Pack, passend für alle BRITA Systeme inkl. PerfectFit & Amazon Basics Systeme,22,39 €,https://m.media-amazon.com/images/I/7165McmNk0L._AC_UL320_.jpg
Amazon Basics Alkali-Batterien vom Typ D (Monozellen), 1,5 V, 5 Jahre lagerfähig, 12 Stück,14,74 €,https://m.media-amazon.com/images/I/71-rF3-IXQL._AC_UL320_.jpg
Amazon Basics Zylinder-Staubsauger, leistungsstark, kompakt und leicht, ohne Beutel, für Hart- und Teppichböden, HEPA-Filter, 700 W, 1,5 l, EU, Schwarz/Blau,64,99 €,https://m.media-amazon.com/images/I/61bipiXt9jL._AC_UL320_.jpg
Amazon Basics AA-NiMH-Akkus mit hoher Kapazität, wiederaufladbar, 2400 mAh, bis zu 400-mal aufladbar, vorgeladen, 12 Stück,17,24 €,https://m.media-amazon.com/images/I/715i0StnSlS._AC_UL320_.jpg
